"element","area","item","2010","2010*","2010**",
"Production","Australia","Skins With Wool Sheep","100,455.00","tonnes","Fc"
"Production","Australia","Turkey meat","22,400.00","tonnes","F "
"Production","Australia","Wool, greasy","382,300.00","tonnes","  "
"Production","Australia","Beef and Buffalo Meat","2,108,290.00","tonnes","A "
"Production","Australia","Beef&Buffalo Meat Indig","2,330,330.00","tonnes","A "
"Production","Australia","Eggs Primary","174,000.00","tonnes","A "
"Production","Australia","Meat Indigenous, Total","4,265,163.20","tonnes","A "
"Production","Australia","Meat, Total","3,973,496.00","tonnes","A "
"Production","Australia","Milk,Total","9,023,000.00","tonnes","A "
"Production","Australia","Mutton&Goat Meat Indig","648,450.30","tonnes","A "
"Production","Australia","Poultry Indigenous,Total","924,281.00","tonnes","A "
"Production","Australia","Poultry Meat","923,029.00","tonnes","A "
"Production","Australia","Sheep and Goat Meat","580,616.00","tonnes","A "
"Production","Austria","Cattle Hides","23,100.00","tonnes","F "
"Production","Austria","Cattle meat","224,750.00","tonnes","  "
"Production","Austria","Chicken meat","96,562.00","tonnes","  "
"Production","Austria","Cow milk, whole, fresh","3,258,000.00","tonnes","  "
"Production","Austria","Duck meat","133.00","tonnes","  "
"Production","Austria","Game meat","6,800.00","tonnes","Im"
"Production","Austria","Goat meat","560.00","tonnes","Im"
"Production","Austria","Goat milk, whole, fresh","18,700.00","tonnes","  "
"Production","Austria","Goatskins","123.83","tonnes","Fc"
"Production","Austria","Goose and guinea fowl meat","360.00","tonnes","  "
"Production","Austria","Hen eggs, in shell","93,000.00","tonnes","  "
"Production","Austria","Hen eggs, in shell (Number)","1,550,000.00","1000 No","  "
"Production","Austria","Honey, natural","6,100.00","tonnes","Im"
"Production","Austria","Horse meat","200.00","tonnes","Im"
"Production","Austria","Indigenous Cattle Meat","229,806.00","tonnes","Fc"
"Production","Austria","Indigenous Chicken Meat","93,884.70","tonnes","Fc"
"Production","Austria","Indigenous Duck Meat","127.98","tonnes","Fc"
"Production","Austria","Indigenous Geese Meat","248.27","tonnes","Fc"
"Production","Austria","Indigenous Goat Meat","588.17","tonnes","F "
"Production","Austria","Indigenous Horse Meat","533.75","tonnes","Fc"
"Production","Austria","Indigenous Pigmeat","496,682.00","tonnes","Fc"
"Production","Austria","Indigenous Rabbit Meat","411.60","tonnes","Fc"
"Production","Austria","Indigenous Sheep Meat","7,416.98","tonnes","Fc"
"Production","Austria","Indigenous Turkey Meat","89,076.00","tonnes","F "
"Production","Austria","Pig meat","542,131.00","tonnes","  "
"Production","Austria","Rabbit meat","420.00","tonnes","Im"
"Production","Austria","Sheep meat","7,246.00","tonnes","  "
"Production","Austria","Sheep milk, whole, fresh","9,500.00","tonnes","  "
"Production","Austria","Sheepskins","1,233.19","tonnes","F "
"Production","Austria","Skins With Wool Sheep","725.11","tonnes","Fc"
"Production","Austria","Turkey meat","24,240.00","tonnes","  "
"Production","Austria","Wool, greasy","150.00","tonnes","Im"
"Production","Austria","Beef and Buffalo Meat","224,750.00","tonnes","A "
"Production","Austria","Beef&Buffalo Meat Indig","229,806.00","tonnes","A "
"Production","Austria","Eggs Primary","93,000.00","tonnes","A "
"Production","Austria","Meat Indigenous, Total","925,575.45","tonnes","A "
"Production","Austria","Meat, Total","903,402.00","tonnes","A "
"Production","Austria","Milk,Total","3,286,200.00","tonnes","A "
"Production","Austria","Mutton&Goat Meat Indig","8,005.15","tonnes","A "
"Production","Austria","Poultry Indigenous,Total","183,336.95","tonnes","A "
"Production","Austria","Poultry Meat","121,295.00","tonnes","A "
"Production","Austria","Sheep and Goat Meat","7,806.00","tonnes","A "
"Production","Azerbaijan","Cattle Hides","19,408.50","tonnes","Fc"
"Production","Azerbaijan","Cattle meat","114,222.00","tonnes","  "
"Production","Azerbaijan","Chicken meat","64,470.00","tonnes","  "
"Production","Azerbaijan","Cow milk, whole, fresh","1,500,430.00","tonnes","  "
"Production","Azerbaijan","Goat milk, whole, fresh","4,410.00","tonnes","  "
"Production","Azerbaijan","Hen eggs, in shell","70,600.00","tonnes","* "
"Production","Azerbaijan","Hen eggs, in shell (Number)","1,176,000.00","1000 No","* "
"Production","Azerbaijan","Honey, natural","1,874.00","tonnes","  "
"Production","Azerbaijan","Indigenous Cattle Meat","114,014.00","tonnes","Fc"
"Production","Azerbaijan","Indigenous Chicken Meat","62,777.70","tonnes","Fc"
"Production","Azerbaijan","Indigenous Pigmeat","799.26","tonnes","Fc"
"Production","Azerbaijan","Indigenous Sheep Meat","74,274.70","tonnes","Fc"
"Production","Azerbaijan","Other bird eggs,in shell","189.00","tonnes","* "
"Production","Azerbaijan","Other bird eggs,in shell (Number)","2,900.00","1000 No","* "
"Production","Azerbaijan","Pig meat","800.00","tonnes","  "
"Production","Azerbaijan","Sheep meat","74,280.00","tonnes","  "
"Production","Azerbaijan","Sheep milk, whole, fresh","24,390.00","tonnes","  "
"Production","Azerbaijan","Sheepskins","10,175.20","tonnes","Fc"
"Production","Azerbaijan","Silk-worm cocoons, reelable","5.00","tonnes","  "
"Production","Azerbaijan","Skins With Wool Sheep","4,070.08","tonnes","Fc"
"Production","Azerbaijan","Wool, greasy","15,626.00","tonnes","  "
"Production","Azerbaijan","Beef and Buffalo Meat","114,222.00","tonnes","A "
"Production","Azerbaijan","Beef&Buffalo Meat Indig","114,014.00","tonnes","A "
"Production","Azerbaijan","Eggs Primary","70,789.00","tonnes","A "
"Production","Azerbaijan","Meat Indigenous, Total","251,865.66","tonnes","A "
"Production","Azerbaijan","Meat, Total","253,772.00","tonnes","A "
"Production","Azerbaijan","Milk,Total","1,529,230.00","tonnes","A "
"Production","Azerbaijan","Mutton&Goat Meat Indig","74,274.70","tonnes","A "
"Production","Azerbaijan","Poultry Indigenous,Total","62,777.70","tonnes","A "
"Production","Azerbaijan","Poultry Meat","64,470.00","tonnes","A "
"Production","Azerbaijan","Sheep and Goat Meat","74,280.00","tonnes","A "
"Production","Bahamas","Cattle Hides","2.00","tonnes","Fc"
"Production","Bahamas","Cattle meat","16.15","tonnes","Fc"
"Production","Bahamas","Chicken meat","6,700.00","tonnes","Im"
"Production","Bahamas","Cow milk, whole, fresh","1,000.00","tonnes","Im"
"Production","Bahamas","Goat meat","72.00","tonnes","Fc"
"Production","Bahamas","Goat milk, whole, fresh","1,800.00","tonnes","F "
"Production","Bahamas","Goatskins","15.00","tonnes","Fc"
"Production","Bahamas","Hen eggs, in shell","1,300.00","tonnes","Im"
"Production","Bahamas","Hen eggs, in shell (Number)","31,500.00","1000 No","F "
"Production","Bahamas","Indigenous Cattle Meat","12.24","tonnes","Fc"
"Production","Bahamas","Indigenous Chicken Meat","6,251.50","tonnes","Fc"
"Production","Bahamas","Indigenous Goat Meat","71.70","tonnes","Fc"
"Production","Bahamas","Indigenous Pigmeat","314.90","tonnes","Fc"
"Production","Bahamas","Indigenous Sheep Meat","28.00","tonnes","Fc"
"Production","Bahamas","Pig meat","330.00","tonnes","Fc"
"Production","Bahamas","Sheep meat","28.00","tonnes","Fc"
"Production","Bahamas","Sheepskins","6.00","tonnes","Fc"
"Production","Bahamas","Beef and Buffalo Meat","16.15","tonnes","A "
"Production","Bahamas","Beef&Buffalo Meat Indig","12.24","tonnes","A "
"Production","Bahamas","Eggs Primary","1,300.00","tonnes","A "
"Production","Bahamas","Meat Indigenous, Total","6,678.34","tonnes","A "
"Production","Bahamas","Meat, Total","7,146.15","tonnes","A "
"Production","Bahamas","Milk,Total","2,800.00","tonnes","A "
"Production","Bahamas","Mutton&Goat Meat Indig","99.70","tonnes","A "
"Production","Bahamas","Poultry Indigenous,Total","6,251.50","tonnes","A "
"Production","Bahamas","Poultry Meat","6,700.00","tonnes","A "
"Production","Bahamas","Sheep and Goat Meat","100.00","tonnes","A "
"Production","Bahrain","Camel meat","90.00","tonnes","Fc"
"Production","Bahrain","Cattle Hides","162.00","tonnes","Fc"
"Production","Bahrain","Cattle meat","972.00","tonnes","Fc"
"Production","Bahrain","Chicken meat","6,260.00","tonnes","F "
"Production","Bahrain","Cow milk, whole, fresh","9,300.00","tonnes","Im"
"Production","Bahrain","Goat meat","180.00","tonnes","Fc"
"Production","Bahrain","Goat milk, whole, fresh","230.00","tonnes","Im"
"Production","Bahrain","Goatskins","30.00","tonnes","Fc"
"Production","Bahrain","Hen eggs, in shell","3,000.00","tonnes","Im"
"Production","Bahrain","Hen eggs, in shell (Number)","57,760.00","1000 No","F "
"Production","Bahrain","Indigenous Camel Meat","100.00","tonnes","Fc"
"Production","Bahrain","Indigenous Cattle Meat","895.44","tonnes","Fc"
"Production","Bahrain","Indigenous Chicken Meat","795.64","tonnes","Fc"
"Production","Bahrain","Indigenous Goat Meat","24.00","tonnes","Fc"
"Production","Bahrain","Indigenous Sheep Meat","154.33","tonnes","Fc"
"Production","Bahrain","Sheep meat","16,560.00","tonnes","Fc"
"Production","Bahrain","Sheep milk, whole, fresh","136.00","tonnes","F "
"Production","Bahrain","Sheepskins","2,576.00","tonnes","Fc"
"Production","Bahrain","Beef and Buffalo Meat","972.00","tonnes","A "
